episode,episode_reward,epsilon,num_AV,num_HV,avg_dur_AV,avg_dur_HV,avg_wait_AV,avg_wait_HV,avg_loss_AV,avg_loss_HV,avg_len_AV,avg_len_HV,avg_reroute_AV
1,-62401.567532997586,0.99604,53,158,154.64150943396226,140.5253164556962,40.528301886792455,47.22784810126582,83.95603773584905,89.12227848101263,988.2701886792452,712.465,21.0188679245283
2,-78209.25051706504,0.99208,40,136,142.625,136.88235294117646,42.1,44.10294117647059,77.7535,84.91742647058824,900.86475,722.4253676470589,21.45
3,-63076.26971838624,0.98812,71,144,180.7323943661972,135.86111111111111,63.83098591549296,46.9375,106.95929577464788,83.95090277777778,1033.3547887323944,718.625138888889,30.070422535211268
4,-69873.67891880257,0.98416,53,120,124.60377358490568,129.825,33.9811320754717,43.95,65.04943396226415,77.71208333333334,849.2030188679242,712.5354166666667,15.452830188679243
5,-42305.17677363068,0.9802,36,104,92.25,98.15384615384616,10.22222222222222,22.384615384615383,33.53194444444445,47.94528846153847,808.7008333333333,688.8023076923077,11.194444444444445
6,-58369.39556834656,0.97624,55,132,156.25454545454545,132.86363636363637,42.52727272727272,45.39393939393939,86.46163636363637,81.2178787878788,963.4849090909088,716.6475757575759,23.254545454545458
7,-54291.19647619387,0.97228,26,123,177.34615384615384,159.3252032520325,77.3076923076923,69.39024390243902,115.81846153846156,109.63674796747968,849.69,689.4749593495935,31.76923076923077
8,-59268.521401448284,0.96832,56,137,137.625,126.12408759124088,37.035714285714285,37.54744525547445,77.34767857142857,75.35686131386862,842.9155357142857,712.7271532846715,19.535714285714285
9,-56276.48068537003,0.96436,56,140,161.94642857142858,139.17857142857142,35.142857142857146,50.857142857142854,83.06625,88.0859285714286,1095.6514285714286,708.0125714285715,17.517857142857142
10,-52709.738595121904,0.9604,54,164,165.62962962962962,162.0487804878049,49.81481481481482,62.73780487804878,93.49666666666664,110.66731707317076,1013.9087037037036,713.4535975609757,22.555555555555557
11,-61875.153861528524,0.95644,55,140,144.38181818181818,128.61428571428573,25.76363636363636,36.75714285714286,66.23545454545453,75.9792142857143,1088.0072727272725,719.9412142857142,18.618181818181817
12,-57599.27547674227,0.95248,46,118,141.95652173913044,113.27118644067797,35.21739130434783,30.440677966101696,75.3667391304348,62.54457627118643,906.235652173913,709.4933898305082,21.58695652173913
13,-55875.90005913884,0.94852,52,125,157.6153846153846,114.728,36.69230769230769,32.584,80.8775,63.78696000000001,1057.6630769230767,705.3664800000001,19.78846153846154
14,-57283.06045155228,0.94456,61,142,145.91803278688525,121.26760563380282,27.983606557377048,33.274647887323944,70.59049180327868,69.98922535211268,1052.8690163934425,719.3425352112675,21.442622950819672
15,-65609.92592084518,0.9406,43,130,151.6046511627907,134.36153846153846,38.95348837209303,45.00769230769231,81.22232558139535,82.89823076923078,991.866511627907,709.434923076923,22.27906976744186
16,-72570.65401471121,0.93664,60,146,158.91666666666666,127.33561643835615,35.666666666666664,35.82876712328767,84.98183333333334,75.58082191780824,1028.2646666666667,716.7798630136987,20.8
17,-58487.169179248864,0.93268,50,137,196.8,143.43065693430657,66.2,51.481751824817515,118.9946,92.21072992700728,1093.8644,714.2822627737226,29.52
18,-85477.76022176123,0.92872,43,121,143.65116279069767,121.13223140495867,25.79069767441861,36.05785123966942,61.82209302325581,69.25834710743801,1121.2216279069764,723.8527272727272,16.3953488372093
19,-64338.00509701732,0.92476,44,125,143.0681818181818,124.24,25.704545454545453,37.984,65.54590909090909,73.14416,1064.1472727272726,708.69008,16.454545454545453
20,-60860.249216849545,0.9208,53,158,156.43396226415095,157.24683544303798,51.9811320754717,58.43037974683544,93.40207547169813,105.55,883.2766037735848,717.4212658227848,24.30188679245283
21,-66153.02572277795,0.91684,54,132,126.48148148148148,115.78787878787878,32.0,32.416666666666664,62.73055555555555,64.46530303030305,893.1198148148147,716.4876515151515,17.51851851851852
22,-49486.376626737205,0.91288,50,136,156.68,123.56617647058825,33.74,33.43382352941177,80.92739999999999,71.74330882352942,1046.4236,719.6123529411765,22.44
23,-56424.26197830283,0.90892,51,127,170.4313725490196,126.5984251968504,52.78431372549019,41.118110236220474,100.41,75.51629921259841,989.4960784313724,710.8700787401575,27.352941176470587
24,-63993.8318861802,0.90496,62,142,160.4193548387097,125.47887323943662,41.903225806451616,36.95070422535211,86.83870967741937,74.13640845070424,1028.3130645161289,710.7983802816901,23.79032258064516
25,-62431.90388553231,0.901,50,135,130.78,145.59259259259258,35.76,55.07407407407408,68.4966,94.16711111111113,862.457,718.8861481481481,19.44
26,-53593.72485303146,0.8970400000000001,46,128,148.7826086956522,118.7265625,33.65217391304348,32.4140625,75.5036956521739,67.04953125,1041.7208695652173,714.4649218750001,19.956521739130434
27,-51256.35242101982,0.89308,58,138,123.84482758620688,125.54347826086956,30.58620689655172,39.76086956521739,64.87862068965518,74.8486231884058,810.9008620689655,704.6565217391304,17.29310344827586
28,-59725.07364202384,0.88912,50,135,139.06,129.3111111111111,31.38,41.05925925925926,71.3352,77.85711111111111,960.0916,716.288074074074,17.34
29,-51683.24193068506,0.88516,62,144,159.61290322580646,143.38888888888889,43.67741935483871,52.048611111111114,87.89403225806454,91.89631944444444,1007.2482258064514,713.1061111111112,23.177419354838708
30,-53789.44992906334,0.8812,61,132,124.9344262295082,125.43939393939394,24.524590163934427,36.82575757575758,57.25950819672132,73.9119696969697,930.6644262295084,714.8097727272726,17.098360655737704
31,-66214.40037873121,0.87724,63,142,151.8095238095238,132.17605633802816,30.396825396825395,39.45070422535211,73.87523809523809,79.21823943661973,1100.8641269841269,720.4752816901408,22.73015873015873
32,-66092.07894190747,0.8732800000000001,43,126,143.27906976744185,125.3095238095238,36.58139534883721,38.714285714285715,74.79279069767442,73.97865079365079,947.7406976744186,711.9030158730158,21.74418604651163
33,-87345.62061698092,0.86932,41,109,131.8048780487805,105.3577981651376,29.097560975609756,26.94495412844037,62.64121951219512,55.602660550458715,973.7782926829268,687.549266055046,21.4390243902439
34,-59728.419226078935,0.86536,70,148,188.17142857142855,137.25675675675674,49.84285714285714,48.25,106.19571428571427,85.97324324324325,1156.144857142857,706.8687837837838,25.942857142857143
35,-55060.731126143335,0.8613999999999999,62,149,171.53225806451613,146.58389261744966,50.70967741935484,54.71140939597315,97.26564516129032,95.3640268456376,1034.995806451613,712.3601342281878,24.870967741935484
36,-71286.4246778244,0.85744,57,135,143.96491228070175,123.71851851851852,32.421052631578945,34.41481481481482,75.8419298245614,72.48051851851852,967.324912280702,720.5398518518517,19.19298245614035
37,-67499.12970571245,0.85348,55,132,168.1818181818182,124.90151515151516,33.96363636363636,38.28787878787879,84.92527272727276,73.71772727272727,1160.9123636363636,710.6294696969696,22.2
38,-76867.20669193474,0.84952,60,131,131.3,132.3053435114504,31.383333333333333,44.96946564885496,67.65083333333332,80.65503816793893,885.262,719.1796946564887,17.033333333333335
39,-45925.602280851446,0.84556,36,116,129.91666666666666,123.31896551724138,33.5,37.37931034482759,70.67944444444443,72.405,842.5958333333333,711.1993965517242,17.22222222222222
40,-67041.40283278408,0.8416,52,146,155.26923076923077,131.0205479452055,36.13461538461539,38.2945205479452,81.98173076923078,79.41561643835615,1015.103076923077,711.0741095890411,21.25
41,-64193.8084018346,0.8376399999999999,54,129,137.5,115.76744186046513,28.24074074074074,31.8062015503876,66.74870370370371,63.696511627906965,986.9298148148148,716.6441860465117,19.85185185185185
42,-79818.16675150557,0.83368,56,132,140.41071428571428,124.24242424242424,34.714285714285715,35.25,72.25803571428573,72.80174242424242,951.9132142857144,716.1283333333333,19.732142857142858
43,-48953.9027234766,0.82972,63,136,166.52380952380952,140.0514705882353,49.17460317460318,48.25,98.32031746031744,89.2302205882353,955.6895238095236,704.8102205882353,23.53968253968254
44,-57290.935966207726,0.82576,59,147,145.89830508474577,130.78231292517006,32.40677966101695,39.38775510204081,78.82033898305085,79.5812925170068,940.839152542373,710.2920408163264,20.593220338983052
45,-49293.263429763094,0.8218,86,147,154.54651162790697,137.36054421768708,41.593023255813954,47.57823129251701,82.14593023255814,86.08401360544217,1004.0388372093024,717.1382312925169,20.67441860465116
46,-48344.00950015209,0.81784,51,135,135.4313725490196,124.3925925925926,34.76470588235294,38.28148148148148,68.64901960784314,73.27162962962962,937.7962745098038,704.3180740740739,21.529411764705884
47,-62055.58815895092,0.8138799999999999,60,151,157.58333333333334,150.1523178807947,39.016666666666666,55.64900662251656,82.10016666666665,98.49629139072846,1070.767833333333,721.2859602649006,20.766666666666666
48,-73580.43057298618,0.80992,44,134,140.0909090909091,134.16417910447765,40.59090909090909,46.78358208955224,74.56909090909092,83.39888059701494,930.2004545454546,702.5005970149255,20.431818181818183
49,-63180.52844551598,0.80596,54,160,136.33333333333334,138.55,28.296296296296298,41.29375,69.80166666666668,86.89337499999999,925.0648148148148,716.504625,17.09259259259259
50,-57509.07969403433,0.802,51,131,130.54901960784315,134.53435114503816,34.96078431372549,44.06870229007634,70.54450980392157,83.45450381679392,836.6619607843138,715.852213740458,19.313725490196077
51,-43529.603052612,0.79804,49,107,145.55102040816325,133.82242990654206,42.53061224489796,49.25233644859813,79.25244897959185,82.46579439252336,932.495918367347,711.8114953271029,21.73469387755102
52,-73790.48464274473,0.79408,48,118,171.70833333333334,118.69491525423727,43.333333333333336,33.720338983050844,90.49333333333334,68.11440677966102,1130.043541666667,707.1306779661016,25.604166666666668
53,-65973.69686042084,0.7901199999999999,49,141,177.3469387755102,134.84397163120568,55.38775510204081,46.354609929078016,102.94163265306123,83.86120567375887,1041.701632653061,709.1004255319149,26.46938775510204
54,-38232.44638796989,0.78616,57,126,130.859649122807,115.05555555555556,23.82456140350877,31.365079365079364,57.57578947368421,62.84555555555555,1006.0763157894738,720.055873015873,15.105263157894736
55,-53123.47624787995,0.7822,51,145,159.7058823529412,160.28275862068966,47.31372549019608,63.42068965517242,89.5721568627451,108.28558620689655,972.484705882353,722.7120689655172,24.58823529411765
56,-60836.518202261585,0.77824,53,145,148.41509433962264,146.01379310344828,36.094339622641506,52.09655172413793,81.39528301886791,93.97220689655173,935.0518867924528,724.1114482758621,19.81132075471698
57,-67781.01635115674,0.77428,57,142,172.64912280701753,139.4718309859155,45.473684210526315,48.54225352112676,93.77491228070176,88.62429577464789,1094.0605263157895,707.7142253521126,24.403508771929825
58,-55146.91837330684,0.77032,48,130,160.27083333333334,135.6,37.291666666666664,44.63846153846154,80.22041666666667,83.21415384615385,1125.21,723.2465384615384,21.791666666666668
59,-68526.74528486282,0.76636,57,123,126.05263157894736,114.17886178861788,28.28070175438597,33.829268292682926,61.033333333333346,63.185203252032515,894.8026315789475,712.1801626016261,15.36842105263158
60,-75111.29768698015,0.7624,49,145,150.91836734693877,163.04137931034484,49.46938775510204,67.69655172413793,91.8895918367347,112.1883448275862,822.5846938775509,704.0427586206897,21.46938775510204
61,-55305.384645008045,0.75844,60,120,137.9,117.525,37.3,34.25833333333333,71.57016666666665,65.501,928.3098333333332,722.2571666666668,19.516666666666666
62,-54478.934091364245,0.75448,58,130,137.0344827586207,111.95384615384616,31.63793103448276,30.6,68.44189655172414,61.42938461538461,963.2487931034482,705.1089999999999,18.56896551724138
63,-62587.80360204714,0.75052,74,169,188.32432432432432,152.03550295857988,51.567567567567565,49.88757396449704,109.8912162162162,99.7469822485207,1096.716891891892,719.4427810650886,23.5
64,-62898.67726465986,0.74656,65,160,188.6153846153846,152.16875,56.12307692307692,55.08125,112.40015384615386,101.310875,1073.462923076923,709.3953750000001,22.369230769230768
65,-63101.596486320865,0.7425999999999999,55,126,107.0,116.3968253968254,17.654545454545456,32.5,45.73018181818181,63.82976190476191,859.480909090909,715.3110317460317,13.2
66,-57143.19473557286,0.73864,48,109,114.6875,109.651376146789,20.104166666666668,30.44954128440367,51.83958333333334,59.0983486238532,883.9641666666666,702.4642201834862,14.645833333333334
67,-62031.26699994164,0.73468,75,160,147.02666666666667,145.20625,37.18666666666667,45.85625,78.49746666666665,92.55875,961.8534666666666,722.9991875000001,18.133333333333333
68,-45094.01957789594,0.73072,46,119,122.97826086956522,117.63865546218489,17.97826086956522,33.10084033613445,51.815000000000005,66.36529411764707,996.038695652174,716.5014285714285,16.41304347826087
69,-74783.62407958994,0.7267600000000001,54,126,167.46296296296296,124.38095238095238,49.72222222222222,40.80952380952381,89.28666666666668,72.81500000000001,1087.1427777777776,718.47873015873,23.77777777777778
70,-65472.98664122979,0.7228,69,136,163.30434782608697,134.2941176470588,41.710144927536234,43.19117647058823,87.35782608695654,82.47500000000001,1056.2272463768115,721.125,25.347826086956523
71,-63992.67200278758,0.7188399999999999,59,128,165.4915254237288,123.484375,39.186440677966104,36.8984375,89.02491525423729,72.059453125,1077.1676271186438,711.45046875,21.93220338983051
72,-64838.50949558409,0.71488,70,163,129.55714285714285,150.94478527607362,35.885714285714286,52.190184049079754,70.794,98.83558282208588,818.9632857142856,721.4447852760736,17.2
73,-77294.2781379894,0.71092,50,118,123.82,110.14406779661016,26.56,31.728813559322035,57.85260000000001,60.088050847457616,933.3492,690.8950847457626,21.74
74,-61244.148847478995,0.70696,40,121,159.325,121.97520661157024,29.0,36.20661157024794,73.36449999999999,70.83231404958677,1201.5057499999998,711.0985123966943,20.9
75,-66863.27668327767,0.7030000000000001,54,157,155.7037037037037,142.45859872611464,34.48148148148148,45.19108280254777,85.39722222222223,91.47146496815289,964.1392592592592,706.67,19.925925925925927
76,-61152.668015213334,0.69904,59,116,129.98305084745763,104.84482758620688,28.389830508474574,25.07758620689655,61.719491525423734,54.06741379310344,959.828813559322,703.1738793103448,19.23728813559322
77,-54670.35516069772,0.6950799999999999,86,156,173.46511627906978,145.53846153846155,53.52325581395349,50.23076923076923,103.56174418604652,94.05282051282052,977.408372093023,713.9092307692307,26.906976744186046
78,-58832.2281365593,0.69112,73,158,134.3013698630137,135.85443037974684,33.54794520547945,45.53164556962025,69.50602739726027,85.21493670886075,903.9383561643835,708.7448734177216,17.71232876712329
79,-55995.36675461544,0.68716,78,163,155.14102564102564,136.07361963190183,33.69230769230769,41.355828220858896,79.78320512820513,84.58085889570552,1041.6403846153846,716.6173619631902,21.03846153846154
80,-68165.95933838171,0.6832,65,146,169.1076923076923,133.986301369863,44.323076923076925,40.178082191780824,94.00507692307691,82.50171232876713,1041.610153846154,709.9239041095891,22.076923076923077
81,-78291.62427294537,0.6792400000000001,47,123,144.19148936170214,129.0487804878049,39.85106382978723,44.552845528455286,76.92446808510638,77.60317073170732,951.3638297872338,720.4124390243903,18.97872340425532
82,-52793.103738897786,0.67528,71,150,138.67605633802816,134.02666666666667,27.830985915492956,43.126666666666665,66.90647887323944,82.31086666666666,1009.9602816901408,715.693,16.366197183098592
83,-60900.51371169186,0.67132,71,145,172.26760563380282,143.10344827586206,57.70422535211268,52.12413793103448,104.0430985915493,91.72503448275862,959.0805633802815,708.1902068965518,21.492957746478872
84,-61787.28945056771,0.66736,50,134,155.14,136.02985074626866,46.5,44.492537313432834,88.17139999999999,84.39970149253732,920.1444,709.8054477611939,23.76
85,-68997.64810109432,0.6634,67,140,122.38805970149254,121.64285714285714,23.62686567164179,35.42857142857143,55.26611940298508,69.70707142857142,936.3328358208952,723.9472857142856,14.343283582089551
86,-48770.982444646885,0.65944,74,140,136.4189189189189,120.09285714285714,32.95945945945946,34.40714285714286,72.2214864864865,69.39492857142857,904.2902702702702,695.7724285714285,19.06756756756757
87,-52566.57437276911,0.6554800000000001,66,135,156.24242424242425,123.32592592592592,36.31818181818182,33.84444444444444,78.54833333333335,69.90540740740741,1066.6125757575755,730.7469629629629,21.484848484848484
88,-63639.63662133416,0.65152,48,131,118.16666666666669,113.8473282442748,22.375,29.12213740458015,55.92125000000001,62.49038167938931,846.9699999999999,715.8683969465649,13.770833333333334
89,-48082.14759159039,0.64756,72,126,147.34722222222223,115.75396825396824,38.513888888888886,35.56349206349206,74.96819444444444,65.35238095238095,1000.9543055555556,697.9581746031746,21.26388888888889
90,-66248.29668775863,0.6436,76,145,170.56578947368422,123.32413793103449,49.73684210526316,37.3448275862069,93.42236842105262,71.6396551724138,1083.030526315789,716.2684827586206,22.894736842105264
91,-48717.79433953372,0.63964,71,134,143.80281690140845,122.61194029850746,38.225352112676056,38.3134328358209,72.45323943661974,70.7923880597015,995.6594366197178,712.8997014925372,21.746478873239436
92,-58793.73374111797,0.63568,44,106,119.72727272727272,106.83018867924528,33.20454545454545,32.632075471698116,61.446363636363635,58.64886792452829,803.7059090909089,671.7550000000001,16.113636363636363
93,-41597.74355642813,0.6317200000000001,68,131,133.0735294117647,117.87786259541984,26.014705882352946,31.931297709923665,64.36205882352941,66.33351145038168,962.578382352941,718.8613740458015,17.058823529411764
94,-43919.33829500855,0.62776,72,135,112.875,125.57037037037036,15.208333333333334,41.71851851851852,44.65125,74.59948148148149,944.6277777777776,716.1728148148147,13.86111111111111
95,-55729.41057122568,0.6238,64,134,164.140625,124.97014925373136,36.0,37.007462686567166,84.71171874999999,73.76059701492538,1079.1590625,705.4882835820895,23.140625
96,-67800.77540408004,0.61984,72,138,147.29166666666666,128.31159420289856,34.77777777777778,39.80434782608695,75.01625,76.33521739130434,1013.9868055555554,716.2057246376811,18.22222222222222
